ID,English,词性,日文释义,中文翻译,英文例句,例句日文,例句中文,熟语/搭配,重要度,复习次数,错误次数,出现频率,反义词,反义词日语翻译,近义词,近义词日语翻译
0983,theme,名词,テーマ；主題,主题,The theme of this novel is friendship.,この小説のテーマは友情です。,这本小说的主题是友情。,the theme of this novel,C,0,0,C,,,,
0984,thought,名词,考え；思考,想法；思考,Please express your thoughts clearly.,自分の考えをはっきりと表現してください。,请清楚地表达你的想法。,express thoughts clearly,C,0,0,C,,,,
0985,tradition,名词,伝統,传统,We should hand down traditions to the next generation.,私たちは次の世代へ伝統を引き継ぐべきです。,我们应该把传统传给下一代。,hand down traditions,C,0,0,C,,,,
0986,value,名词,価値,价值,It is important to understand cultural values.,文化的価値を理解することは大切です。,理解文化价值很重要。,cultural values,C,0,0,C,,,,
0987,vote,名词/动词,投票；票；投票する,投票；票；投票,Many people missed a vote because of the bad weather.,悪天候のため、多くの人が投票に行けませんでした。,由于天气不好，很多人错过了投票。,miss a vote,C,0,0,C,not do,しない,choose; cast a vote,投票する；選ぶ
0988,wealth,名词,財産；富,财富；财产,He became a person of wealth after many years of work.,彼は長年働いた後、資産家になりました。,多年工作后，他成了有财富的人。,a person of wealth,C,0,0,C,,,,
0989,ill,形容词/副词,病気で；悪い,生病的；坏的,My grandfather is ill in bed today.,祖父は今日、病気で寝ています。,我祖父今天生病卧床。,be ill in bed,C,0,0,C,well; healthy,元気な；健康な,sick; unwell,病気の；具合が悪い
0990,instant,形容词,即時の；即席の,即时的；即食的,She sent me an instant reply.,彼女は私に即答を送りました。,她马上给了我回复。,an instant reply,C,0,0,C,delayed,遅れた,immediate; quick,即時の；すぐの
0991,intelligent,形容词,知能の高い；気のきいた,聪明的；有智慧的,Dolphins are intelligent animals.,イルカは知能の高い動物です。,海豚是聪明的动物。,an intelligent animal,C,0,0,C,stupid,愚かな,smart; clever,賢い；知的な
0992,lazy,形容词,怠惰な；ものぐさな,懒惰的,A lazy student will not improve without practice.,怠惰な学生は練習しなければ上達しません。,懒惰的学生不练习就不会进步。,a lazy student,C,0,0,C,hardworking; hard-working,勤勉な；勤勉な,not active; slow to work,怠けた；働きたがらない
0993,legal,形容词,法律上の；合法的な,法律上的；合法的,The company took legal action.,その会社は法的措置を取りました。,那家公司采取了法律行动。,legal action,C,0,0,C,illegal,違法の,lawful; allowed by law,合法の；法律上の
0994,lifelong,形容词,一生の,终身的；一生的,They have had a lifelong friendship.,彼らは一生の友情を持っています。,他们拥有一生的友谊。,lifelong friendship,C,0,0,C,temporary,一時的な,for life; lasting,一生の；長く続く
0995,mad,形容词,熱中して；狂気の,着迷的；疯狂的,My brother is mad about soccer.,弟はサッカーに夢中です。,我弟弟对足球很着迷。,be mad about soccer,C,0,0,C,calm; sane,落ち着いた；正気の,crazy; very angry,夢中の；怒った
0996,medium,形容词/名词,中間の；中くらいの；媒体,中等的；中号；媒体,I bought a medium size T-shirt.,私はMサイズのTシャツを買いました。,我买了一件中号T恤。,medium size,C,0,0,C,large; small,大きい；小さい,middle; average,中くらいの；平均の
0997,mild,形容词,甘口の；穏やかな；適度な,温和的；轻微的,"This curry is mild, so children can eat it.",このカレーは甘口なので、子どもでも食べられます。,这个咖喱很温和，所以孩子也能吃。,mild curry,C,0,0,C,strong; strict,強い；厳しい,gentle; light,穏やかな；軽い
0998,missing,形容词,欠けている；表れていない,缺少的；失踪的,His name is missing from the list.,彼の名前がリストから漏れています。,他的名字从名单中漏掉了。,be missing from,C,0,0,C,present,現在の,lost; absent,なくなった；行方不明の
0999,mobile,形容词,移動可能な,移动的；便携的,She bought a new mobile phone yesterday.,彼女は昨日新しい携帯電話を買いました。,她昨天买了一部新手机。,mobile phone,C,0,0,C,fixed; not moving,固定された；動かない,movable; portable,移動できる；携帯用の
1000,narrow,形容词/动词,狭い；狭くする,狭窄的；缩小,Be careful on this narrow street.,この狭い道では気をつけてください。,在这条狭窄的路上要小心。,a narrow street,C,0,0,C,wide; widen,広い；広げる,small in width; limited,狭い；限られた
1001,negative,形容词,否定の；消極的な,否定的；消极的,He had a negative reaction to the plan.,彼はその計画に否定的な反応を示しました。,他对那个计划表现出消极反应。,a negative reaction,C,0,0,C,positive,肯定的な,bad; not positive,否定的な；消極的な
1002,overweight,形容词,太り過ぎの；重量超過の,超重的；过重的,The suitcase was a little overweight.,そのスーツケースは少し重量超過でした。,那个行李箱有点超重。,be a little overweight,C,0,0,C,underweight; slim,体重が少ない；細い,too heavy; fat,太りすぎの；重すぎる
1003,painful,形容词,つらい；苦痛な；苦しい,痛苦的；疼痛的,It was a painful experience for me.,それは私にとってつらい経験でした。,那对我来说是一次痛苦的经历。,a painful experience,C,0,0,C,painless,痛くない,sore; hurting,痛い；つらい
1004,patient,形容词/名词,忍耐強い；患者,有耐心的；患者,Please be patient with others.,他人に対して忍耐強くしてください。,请对别人有耐心。,be patient with,C,0,0,C,impatient,我慢できない,calm; able to wait,我慢強い；落ち着いた
1005,personal,形容词,個人の；私的な,个人的；私人的,Please do not ask personal questions.,個人的な質問はしないでください。,请不要问私人问题。,personal questions,C,0,0,C,public; not personal,公の；個人的でない,private; individual,個人の；私的な
1006,physical,形容词,身体の；物質的な,身体的；物质的,Physical exercise is good for your health.,身体的な運動は健康に良いです。,身体锻炼对健康有好处。,physical exercise,C,0,0,C,mental; not physical,精神的な；物理的でない,bodily; material,身体の；物質的な
1007,pleasant,形容词,気持ちの良い；快い,愉快的；舒适的,We enjoyed a pleasant walk in the park.,私たちは公園で気持ちの良い散歩を楽しみました。,我们在公园里享受了一次愉快的散步。,a pleasant walk,C,0,0,C,not pleasant,快くない,nice; enjoyable,楽しい；心地よい
1008,polite,形容词,礼儀正しい,有礼貌的,The clerk was polite to every customer.,その店員はすべての客に礼儀正しく接しました。,那位店员对每位顾客都很有礼貌。,be polite to,C,0,0,C,rude; impolite,無礼な；失礼な,nice; well-mannered,礼儀正しい；丁寧な
1009,positive,形容词,肯定的な；積極的な,积极的；肯定的,Try to keep a positive opinion.,肯定的な意見を持つようにしましょう。,试着保持积极的意见。,a positive opinion,C,0,0,C,negative,否定的な,good; sure,前向きな；肯定的な
1010,professional,形容词/名词,プロの；専門の,专业的；职业的,He wants to become a professional baseball player.,彼はプロ野球選手になりたいと思っています。,他想成为职业棒球选手。,professional baseball player,C,0,0,C,amateur,素人の,expert; job-related,専門的な；職業の
1011,rapid,形容词,急速な；動きが速い,迅速的；急速的,The town has seen rapid development.,その町は急速な発展を遂げました。,那个城镇经历了快速发展。,rapid development,C,0,0,C,slow,遅い,quick; fast,速い；急速な
1012,real,形容词,本当の；真の；実在する,真实的；真正的,Tell me the real reason.,本当の理由を教えてください。,请告诉我真正的理由。,the real reason,C,0,0,C,fake; not real,偽物の；本物ではない,true; actual,本当の；実際の
1013,responsible,形容词,責任のある,有责任的；负责的,I'm responsible for this project.,私はこのプロジェクトに責任があります。,我负责这个项目。,be responsible for,C,0,0,C,not responsible,責任がない,in charge; reliable,責任がある；信頼できる
1014,rough,形容词,粗い；でこぼこの；大まかな,粗糙的；崎岖的；大概的,We drove on a rough road.,私たちはでこぼこの道を運転しました。,我们开车经过了一条崎岖的道路。,a rough road,C,0,0,C,smooth,なめらかな,not smooth; hard,粗い；荒い
1015,round,形容词/名词,丸い；丸形,圆的；圆形,The child drew a round shape.,その子は丸い形を描きました。,那个孩子画了一个圆形。,a round shape,C,0,0,C,square,四角い,circular; ball-shaped,丸い；円形の
1016,scary,形容词,恐ろしい；怖い,可怕的；吓人的,I heard a scary story last night.,昨夜、怖い話を聞きました。,昨晚我听了一个可怕的故事。,a scary story,C,0,0,C,safe; comforting,安全な；安心させる,frightening; terrible,怖い；恐ろしい
1017,sharp,形容词,鋭い；急な；鮮明な,锋利的；敏锐的；急剧的,Be careful with that sharp knife.,その鋭いナイフに気をつけてください。,小心那把锋利的刀。,a sharp knife,C,0,0,C,dull; blunt,鈍い；鈍い,pointed; clear,鋭い；はっきりした
1018,shy,形容词,内気な；恥ずかしがりの,害羞的；腼腆的,The shy student did not speak much.,その内気な生徒はあまり話しませんでした。,那个害羞的学生不太说话。,a shy student,C,0,0,C,outgoing; bold,社交的な；大胆な,quiet; nervous with people,内気な；恥ずかしがりの
1019,spicy,形容词,ぴりっとした；薬味の効いた,辛辣的；香辣的,I cannot eat spicy food.,私は辛い食べ物が食べられません。,我不能吃辣的食物。,spicy food,C,0,0,C,mild,穏やかな,hot; strong-tasting,辛い；香辛料のきいた
